Date,wdsp,wdsp^3,glorad
20/09/2017,6.9,47.61,315
21/09/2017,5.5,30.25,1558
22/09/2017,8.3,68.89,1092
23/09/2017,10.2,104.04,382
24/09/2017,3.1,9.61,941
25/09/2017,3.1,9.61,1388
26/09/2017,5.3,28.09,1000
27/09/2017,8.7,75.69,180
28/09/2017,8.2,67.24,706
29/09/2017,9.6,92.16,1243
30/09/2017,4.4,19.36,1034
01/10/2017,12.8,163.84,551
02/10/2017,13.5,182.25,1018
03/10/2017,8.9,79.21,802
04/10/2017,13.3,176.89,299
05/10/2017,8.2,67.24,1145
06/10/2017,6.9,47.61,681
07/10/2017,8.8,77.44,354
08/10/2017,3.5,12.25,367
09/10/2017,7.8,60.84,501
10/10/2017,10.5,110.25,703
11/10/2017,13.2,174.24,709
12/10/2017,11.3,127.69,637
13/10/2017,10,100,196
14/10/2017,9.2,84.64,362
15/10/2017,9.1,82.81,157
16/10/2017,18.7,349.69,446
17/10/2017,10.7,114.49,938
18/10/2017,5.9,34.81,508
19/10/2017,9.1,82.81,212
20/10/2017,9,81,395
21/10/2017,15.5,240.25,296
22/10/2017,12,144,408
23/10/2017,8,64,326
24/10/2017,9.3,86.49,354
25/10/2017,8.2,67.24,615
26/10/2017,2.3,5.29,265
27/10/2017,2.6,6.76,584
28/10/2017,11.7,136.89,156
29/10/2017,6.5,42.25,564
30/10/2017,4.9,24.01,468
31/10/2017,7.7,59.29,259
01/11/2017,5.5,30.25,620
02/11/2017,2.9,8.41,280
03/11/2017,5.2,27.04,299
04/11/2017,8.8,77.44,598
05/11/2017,7.3,53.29,630
06/11/2017,11.2,125.44,304
07/11/2017,6.9,47.61,543
08/11/2017,6.9,47.61,379
09/11/2017,9.6,92.16,546
10/11/2017,9.4,88.36,455
11/11/2017,3.2,10.24,218
12/11/2017,7.7,59.29,529
13/11/2017,7,49,175
14/11/2017,7.1,50.41,213
15/11/2017,4.2,17.64,286
16/11/2017,6.8,46.24,438
17/11/2017,5.3,28.09,288
18/11/2017,3.4,11.56,205
19/11/2017,4.7,22.09,180
20/11/2017,10.9,118.81,142
21/11/2017,11,121,121
22/11/2017,5.4,29.16,91
23/11/2017,9.8,96.04,347
24/11/2017,6.3,39.69,250
25/11/2017,10.3,106.09,365
26/11/2017,10.7,114.49,238
27/11/2017,11.6,134.56,176
28/11/2017,7.1,50.41,389
29/11/2017,5.7,32.49,386
30/11/2017,6.3,39.69,186
01/12/2017,4.1,16.81,272
02/12/2017,6.7,44.89,118
03/12/2017,7.4,54.76,139
04/12/2017,6.3,39.69,105
05/12/2017,8.1,65.61,118
06/12/2017,13.8,190.44,54
07/12/2017,13.7,187.69,206
08/12/2017,9.4,88.36,271
09/12/2017,4.4,19.36,115
10/12/2017,7.3,53.29,64
11/12/2017,4.2,17.64,244
12/12/2017,7,49,103
13/12/2017,12.9,166.41,190
14/12/2017,12.6,158.76,217
15/12/2017,8.8,77.44,299
16/12/2017,5.7,32.49,198
17/12/2017,7.9,62.41,103
18/12/2017,4.3,18.49,285
19/12/2017,7.5,56.25,163
20/12/2017,5.7,32.49,103
21/12/2017,8.2,67.24,138
22/12/2017,6.2,38.44,121
23/12/2017,10.2,104.04,120
24/12/2017,14.3,204.49,126
25/12/2017,8.4,70.56,44
26/12/2017,6.7,44.89,258
27/12/2017,7.7,59.29,325
28/12/2017,4.6,21.16,285
29/12/2017,12.5,156.25,255
30/12/2017,10.9,118.81,156
31/12/2017,14.2,201.64,177
01/01/2018,13,169,247
02/01/2018,14.7,216.09,132
03/01/2018,18.1,327.61,146
04/01/2018,10.1,102.01,141
05/01/2018,4.9,24.01,230
06/01/2018,8.4,70.56,212
07/01/2018,5.4,29.16,303
08/01/2018,6.8,46.24,354
09/01/2018,9.2,84.64,86
10/01/2018,4.1,16.81,282
11/01/2018,3,9,223
12/01/2018,8.1,65.61,193
13/01/2018,8.8,77.44,71
14/01/2018,10.7,114.49,192
15/01/2018,13.8,190.44,254
16/01/2018,13.8,190.44,206
17/01/2018,14.2,201.64,275
18/01/2018,12.1,146.41,353
19/01/2018,11.2,125.44,366
20/01/2018,4.4,19.36,148
21/01/2018,10.6,112.36,88
22/01/2018,9.3,86.49,195
23/01/2018,14.4,207.36,294
24/01/2018,16.5,272.25,348
25/01/2018,12.3,151.29,324
26/01/2018,6.3,39.69,342
27/01/2018,13.5,182.25,170
28/01/2018,17.2,295.84,179
29/01/2018,9.4,88.36,490
30/01/2018,8.8,77.44,238
31/01/2018,14.7,216.09,381
01/02/2018,10,100,524
02/02/2018,6.3,39.69,510
03/02/2018,8.6,73.96,354
04/02/2018,3.5,12.25,422
05/02/2018,2.9,8.41,344
06/02/2018,7.9,62.41,671
